Behavioral Analysis Plugin v3.1

Category,Domain,Raw Counts,Fractional,Standardized,Z-score
Execution (Speech),Action,5,0.0018436578171091445,-0.08819035269316232,-0.14950395188539964
Execution (Unspecified),Action,43,0.004674929332463579,1.3120590091396864,3.1151714403289184
Imagination,Action,3,0.002099370188943317,0.038276177815035825,0.045619373945157145
Inhibition,Action,17,0.005898681471200555,1.9172846620010024,2.344216389717117
Motor Learning,Action,4,0.007532956685499058,2.7255408866231923,1.3033144443685718
Observation,Action,42,0.029453015427769985,13.566446853693975,5.921299253192466
Preparation,Action,2,0.0037174721189591076,0.8385336531569841,0.5199137127808798
Rest,Action,0,0.0,-1.0,-0.5363789817068286
Attention,Cognition,88,0.00558446503363371,1.7618840358885728,5.139520358207724
Language (Orthography),Cognition,11,0.0063805104408352666,2.155580672674893,1.9795477229927299
Language (Phonology),Cognition,2,0.0011135857461024498,-0.44925885000085886,-0.6880777996472386
Language (Semantics),Cognition,26,0.003364824640869678,0.6641263582476962,1.6106045871610999
Language (Speech),Cognition,26,0.003991403131716303,0.9740104958827059,2.053186803612673
Language (Syntax),Cognition,1,0.001644736842105263,-0.18656981463942643,-0.1537565100903666
Language (Unspecified),Cognition,1,0.0014388489208633094,-0.28839488820254855,-0.26154896607481304
Memory (Expliicit),Cognition,20,0.003229452607782981,0.5971760138841556,1.313080688654484
Memory (Implicit),Cognition,1,0.006097560975609756,2.0156436140196874,0.580701104658859
Memory (Working),Cognition,11,0.0016770849214819332,-0.17057156888374503,-0.4596860301805856
Memory (Unspecified),Cognition,5,0.006934812760055479,2.4297195055425016,1.3979526830993536
Music,Cognition,0,0.0,-1.0,-2.4584093893568673
Reasoning,Cognition,14,0.0017914267434420985,-0.11402204250937906,-0.33036118547627613
Social Cognition,Cognition,6,0.0017436791630340018,-0.13763635100396027,-0.26628259771624846
Somatic,Cognition,7,0.014553014553014554,6.197419685851562,2.148719430817772
Spatial,Cognition,13,0.0076650943396226415,2.7908916185672012,2.368912715918106
Temporal,Cognition,1,0.002386634844868735,0.18034738114374413,0.11254456915611234
Intensity,Emotion,1,0.0049261083743842365,1.4362835108336394,0.4974160018172762
Negative (Anger),Emotion,1,0.001379310344827586,-0.31784061696658106,-0.2969721387399011
Negative (Anxiety),Emotion,2,0.0025,0.23641388174807193,0.20129221000709763
Negative (Disgust),Emotion,8,0.007532956685499058,2.7255408866231923,1.843164963262789
Negative (Embarrassment),Emotion,2,0.008403361344537815,3.1560130478926784,0.9676536678324491
Negative (Fear),Emotion,11,0.00707395498392283,2.4985344563932586,2.0950730480705575
Negative (Guilt),Emotion,0,0.0,-1.0,-0.6022185027107367
Negative (Punishment/Loss),Emotion,0,0.0,-1.0,-0.49717295334280537
Negative (Saddness),Emotion,6,0.004962779156327543,1.4544196163733438,1.2260213403775022
Negative (Unspecified),Emotion,22,0.007601935038009675,2.7596552036568878,3.069764676522614
Positive (Humor),Emotion,0,0.0,-1.0,-0.5325882700254764
Positive (Happiness),Emotion,6,0.004325883201153569,1.1394328162908236,1.078874248442937
Positive (Reward/Gain),Emotion,5,8.286377195889957E-4,-0.5901843282240398,-1.7376458714903011
Positive (Unspecified),Emotion,11,0.007477906186267845,2.698314806044539,2.1537334777716812
Valence,Emotion,1,0.001122334455667789,-0.4449320396192718,-0.4793089789461726
Baroregulation,Interoception,0,0.0,-1.0,-0.4910221232932588
Gastrointestinal/Genitourinary,Interoception,0,0.0,-1.0,-0.812711451650786
Heartbeat Detection,Interoception,0,0.0,-1.0,-0.38981469867704666
Hunger,Interoception,1,0.004651162790697674,1.3003048962754826,0.47283985807019363
Osmoregulation,Interoception,0,0.0,-1.0,-0.6811540143097443
Respiration Regulation,Interoception,1,0.001996007984031936,-0.012843208185172207,-0.009179120897512995
Sexuality,Interoception,21,0.009408602150537635,3.6531705227077973,3.277370579371026
Sleep,Interoception,0,0.0,-1.0,-0.7088484918284472
Thermoregulation,Interoception,0,0.0,-1.0,-1.0784090541217612
Thirst,Interoception,0,0.0,-1.0,-0.7059844458055287
Vestibular,Interoception,1,0.00510204081632653,1.5232936362205547,0.511970953327566
Audition,Perception,6,0.0015978695073235686,-0.20974878396927493,-0.43234882440719336
Gustation,Perception,4,0.003780718336483932,0.8698130536832847,0.75217519479311
Olfaction,Perception,0,0.0,-1.0,-1.2873725098366078
Somesthesis (Pain),Perception,5,0.001362026695723236,-0.32638851443853345,-0.687970041547231
Somesthesis (Unspecified),Perception,3,0.0011691348402182386,-0.42178618156754233,-0.7654156817254186
Vision (Color),Perception,7,0.009497964721845319,3.6973661721772064,1.8987248930896758
Vision (Motion),Perception,37,0.013083451202263084,5.470624275060631,4.814159288048644
Vision (Shape),Perception,33,0.010318949343339587,4.103396885264086,4.242670705109527
Vision (Unspecified),Perception,42,0.008259587020648967,3.0849072199346326,4.402168953920188
