Behavioral Analysis Plugin v3.1

Category,Domain,Raw Counts,Fractional,Standardized,Z-score
Execution (Speech),Action,38,0.014011799410029498,5.929753319531966,4.962163863012219
Execution (Unspecified),Action,133,0.01445966514459665,6.151252284083216,9.352183140776466
Imagination,Action,7,0.00489853044086774,1.4226444149017505,1.3097929519920921
Inhibition,Action,10,0.0034698126301179735,0.7160498011770602,1.050383920601331
Motor Learning,Action,3,0.005649717514124294,1.7941556649673942,0.9566640933766277
Observation,Action,6,0.004207573632538569,1.0809209790991392,1.0475203005401377
Preparation,Action,2,0.0037174721189591076,0.8385336531569841,0.5199137127808798
Rest,Action,2,0.014084507042253521,5.965712009848293,1.1398011985171344
Attention,Cognition,83,0.0052671658839954305,1.604958806576722,4.781924379293826
Language (Orthography),Cognition,5,0.002900232018561485,0.43435485121586065,0.5204290975257396
Language (Phonology),Cognition,7,0.0038975501113585748,0.9275940249969942,1.034789780550576
Language (Semantics),Cognition,34,0.0044001552995988095,1.1761652377085257,2.6133926272086114
Language (Speech),Cognition,43,0.006601166717838502,2.2647096662675525,3.9910148029905534
Language (Syntax),Cognition,7,0.011513157894736841,4.694011297524015,2.0218273814147616
Language (Unspecified),Cognition,4,0.0057553956834532375,1.8464204471898058,1.1187271760793163
Memory (Expliicit),Cognition,32,0.0051671241724527694,1.555481622214649,2.925406422898819
Memory (Implicit),Cognition,0,0.0,-1.0,-0.5764338861883697
Memory (Working),Cognition,33,0.0050312547644458,1.488285293348765,2.907998388564334
Memory (Unspecified),Cognition,1,0.0013869625520110957,-0.3140560988914996,-0.2922972130380567
Music,Cognition,13,0.004358028830036876,1.155330937006361,1.6002418832990695
Reasoning,Cognition,33,0.004222648752399232,1.088376614085035,2.4662107067494197
Social Cognition,Cognition,9,0.0026155187445510027,0.29354547349405957,0.5118756567201471
Somatic,Cognition,4,0.008316008316008316,3.1128112490580353,1.3624716446419889
Spatial,Cognition,5,0.00294811320754717,0.45803523791046225,0.5417075739150972
Temporal,Cognition,3,0.007159904534606206,2.5410421434312327,1.1008856404480396
Intensity,Emotion,0,0.0,-1.0,-0.6413212025067144
Negative (Anger),Emotion,4,0.005517241379310344,1.7286375321336758,1.0863823671210149
Negative (Anxiety),Emotion,2,0.0025,0.23641388174807193,0.20129221000709763
Negative (Disgust),Emotion,3,0.002824858757062147,0.39707783248369705,0.376293099262654
Negative (Embarrassment),Emotion,1,0.004201680672268907,1.0780065239463392,0.4269953106936792
Negative (Fear),Emotion,7,0.0045016077170418,1.2263401086138914,1.2128895712676813
Negative (Guilt),Emotion,0,0.0,-1.0,-0.6022185027107367
Negative (Punishment/Loss),Emotion,1,0.00819672131147541,3.0538160057313832,0.6770504470775405
Negative (Saddness),Emotion,7,0.005789909015715467,1.8634895524355677,1.4858888402618584
Negative (Unspecified),Emotion,8,0.0027643400138217,0.36714734678432276,0.5779601588652183
Positive (Humor),Emotion,2,0.014285714285714285,6.065222181417553,1.14361644646934
Positive (Happiness),Emotion,7,0.005046863734679163,1.4960049523392942,1.3427131490201143
Positive (Reward/Gain),Emotion,35,0.00580046403712297,1.8687097024317212,3.326591675131574
Positive (Unspecified),Emotion,5,0.003399048266485384,0.6810521845656994,0.7183723817254984
Valence,Emotion,7,0.007856341189674524,2.885475722665097,1.7580953096756704
Baroregulation,Interoception,3,0.025210084033613446,11.468039143678036,1.5511715136027673
Gastrointestinal/Genitourinary,Interoception,3,0.009202453987730062,3.5512167426309396,1.228582122314104
Heartbeat Detection,Interoception,0,0.0,-1.0,-0.38981469867704666
Hunger,Interoception,0,0.0,-1.0,-0.6600043671623745
Osmoregulation,Interoception,0,0.0,-1.0,-0.6811540143097443
Respiration Regulation,Interoception,4,0.007984031936127744,2.948627167259311,1.338633016518245
Sexuality,Interoception,4,0.0017921146953405018,-0.11368180519851476,-0.17600891253434875
Sleep,Interoception,5,0.020161290322580645,8.971079691516708,1.9359339562844509
Thermoregulation,Interoception,6,0.010452961672473868,4.169674766890894,1.81675839188765
Thirst,Interoception,0,0.0,-1.0,-0.7059844458055287
Vestibular,Interoception,1,0.00510204081632653,1.5232936362205547,0.511970953327566
Audition,Perception,24,0.006391478029294274,2.1610048641229,2.9269320762447717
Gustation,Perception,6,0.005671077504725898,1.804719580524927,1.3564535203529398
Olfaction,Perception,1,0.0012224938875305623,-0.39539663484201865,-0.40177953756743756
Somesthesis (Pain),Perception,50,0.013620266957232362,5.736114855614666,5.6530753458436065
Somesthesis (Unspecified),Perception,21,0.00818394388152767,3.0474967290272033,3.100551406168852
Vision (Color),Perception,5,0.0067842605156037995,2.355261551555148,1.381634299302688
Vision (Motion),Perception,33,0.01166902404526167,4.771097326405427,4.407095984533967
Vision (Shape),Perception,8,0.0025015634771732333,0.23718712370038467,0.4037053244747042
Vision (Unspecified),Perception,26,0.005113077679449361,1.5287520885309633,2.615062456686649
