Behavioral Analysis Plugin v3.1

Category,Domain,Raw Counts,Fractional,Standardized,Z-score
Execution (Speech),Action,29,0.010693215339233038,4.288495954379658,4.02343118411073
Execution (Unspecified),Action,81,0.008806262230919765,3.3552739474491764,6.276467388374099
Imagination,Action,8,0.005598320503848845,1.7687364741734288,1.5523204579182175
Inhibition,Action,22,0.007633587786259542,2.7753095625895328,3.0757618643006137
Motor Learning,Action,5,0.009416195856873822,3.6569261082789897,1.5996659658429888
Observation,Action,3,0.0021037868162692847,0.04046048954956961,0.04814635984762067
Preparation,Action,5,0.00929368029739777,3.5963341328924607,1.5919533651702418
Rest,Action,0,0.0,-1.0,-0.5363789817068286
Attention,Cognition,88,0.00558446503363371,1.7618840358885728,5.139520358207724
Language (Orthography),Cognition,2,0.001160092807424594,-0.42625805951365575,-0.6349414725683947
Language (Phonology),Cognition,6,0.0033407572383073497,0.6522234499974235,0.7642772472392249
Language (Semantics),Cognition,23,0.002976575643846253,0.47211177844988494,1.1884134055331017
Language (Speech),Cognition,18,0.00276327909118821,0.3666226509957197,0.8659631348646238
Language (Syntax),Cognition,2,0.003289473684210526,0.6268603707211472,0.4294400643031141
Language (Unspecified),Cognition,4,0.0057553956834532375,1.8464204471898058,1.1187271760793163
Memory (Expliicit),Cognition,29,0.004682706281285322,1.3159052201320256,2.562160888394072
Memory (Implicit),Cognition,0,0.0,-1.0,-0.5764338861883697
Memory (Working),Cognition,38,0.005793566092392133,1.8652982165834264,3.4634773970088624
Memory (Unspecified),Cognition,4,0.005547850208044383,1.7437756044340016,1.0906713258925043
Music,Cognition,11,0.0036875628561850488,0.8237415620823053,1.20577674683068
Reasoning,Cognition,35,0.004478566858605247,1.2149448937265526,2.6985499254365863
Social Cognition,Cognition,7,0.002034292356873002,0.006090923828713018,0.011354790385823934
Somatic,Cognition,2,0.004158004158004158,1.0564056245290179,0.5969504168480323
Spatial,Cognition,4,0.0023584905660377358,0.1664281903283697,0.20962094358967748
Temporal,Cognition,1,0.002386634844868735,0.18034738114374413,0.11254456915611234
Intensity,Emotion,2,0.009852216748768473,3.8725670216672783,1.0282028649273398
Negative (Anger),Emotion,1,0.001379310344827586,-0.31784061696658106,-0.2969721387399011
Negative (Anxiety),Emotion,3,0.00375,0.8546208226221078,0.6443417119564017
Negative (Disgust),Emotion,3,0.002824858757062147,0.39707783248369705,0.376293099262654
Negative (Embarrassment),Emotion,1,0.004201680672268907,1.0780065239463392,0.4269953106936792
Negative (Fear),Emotion,5,0.003215434083601286,0.5902429347242082,0.6511976285778364
Negative (Guilt),Emotion,1,0.00558659217877095,1.7629360485990435,0.5480213491989471
Negative (Punishment/Loss),Emotion,2,0.01639344262295082,7.1076320114627665,1.1785048983368138
Negative (Saddness),Emotion,1,8.271298593879239E-4,-0.590930063937776,-0.7789957308688092
Negative (Unspecified),Emotion,10,0.0034554250172771253,0.7089341834804036,1.0434710038073032
Positive (Humor),Emotion,3,0.02142857142857143,9.59783327212633,1.5145011245542344
Positive (Happiness),Emotion,8,0.005767844268204758,1.8525770883877648,1.5844216287032136
Positive (Reward/Gain),Emotion,45,0.007457739476300961,2.688341045983642,4.350482975030192
Positive (Unspecified),Emotion,2,0.0013596193065941536,-0.32757912617372026,-0.43723951914413567
Valence,Emotion,1,0.001122334455667789,-0.4449320396192718,-0.4793089789461726
Baroregulation,Interoception,1,0.008403361344537815,3.1560130478926784,0.6842344703643598
Gastrointestinal/Genitourinary,Interoception,4,0.012269938650306749,5.068288990174586,1.5561929567555133
Heartbeat Detection,Interoception,0,0.0,-1.0,-0.38981469867704666
Hunger,Interoception,0,0.0,-1.0,-0.6600043671623745
Osmoregulation,Interoception,0,0.0,-1.0,-0.6811540143097443
Respiration Regulation,Interoception,4,0.007984031936127744,2.948627167259311,1.338633016518245
Sexuality,Interoception,16,0.007168458781362007,2.545272779205941,2.543924591347229
Sleep,Interoception,1,0.004032258064516129,0.9942159383033418,0.40755300854175586
Thermoregulation,Interoception,16,0.027874564459930314,12.785799378375714,3.6299289944319577
Thirst,Interoception,0,0.0,-1.0,-0.7059844458055287
Vestibular,Interoception,0,0.0,-1.0,-0.630166939402744
Audition,Perception,17,0.004527296937416778,1.2390451120870545,1.9005894975348798
Gustation,Perception,10,0.00945179584120983,3.6745326342082114,2.265391747561769
Olfaction,Perception,9,0.011002444987775062,4.4414302864218325,2.261480836998205
Somesthesis (Pain),Perception,62,0.016889131026968127,7.352782420962185,6.600996277517316
Somesthesis (Unspecified),Perception,24,0.009353078721745909,3.6257105474596614,3.4960362544251713
Vision (Color),Perception,3,0.004070556309362279,1.0131569309330883,0.7137155905844493
Vision (Motion),Perception,23,0.008132956152758133,3.022279954767419,3.236078513830951
Vision (Shape),Perception,7,0.002188868042526579,0.08253873323783657,0.14559516119062196
Vision (Unspecified),Perception,19,0.003736479842674533,0.8479342185418578,1.6136615117792314
