Behavioral Analysis Plugin v3.1

Category,Domain,Raw Counts,Fractional,Standardized,Z-score
Execution (Speech),Action,1,3.687315634218289E-4,-0.8176380705386325,-1.762393297919718
Execution (Unspecified),Action,13,0.0014133507284192215,-0.30100541584149015,-0.9967772507465874
Imagination,Action,1,6.997900629811056E-4,-0.6539079407283214,-0.9588462376725243
Inhibition,Action,21,0.007286606523247745,2.6037045824718263,2.9384012425464237
Motor Learning,Action,1,0.0018832391713747645,-0.06861477834420199,-0.05120866989037719
Observation,Action,1,7.012622720897616E-4,-0.6531798368168101,-0.956513973382035
Preparation,Action,1,0.0018587360594795538,-0.08073317342150792,-0.060839558067623284
Rest,Action,0,0.0,-1.0,-0.5363789817068286
Attention,Cognition,74,0.004696027414646529,1.322493393815391,4.103426652185876
Language (Orthography),Cognition,4,0.002320185614849188,0.1474838809726885,0.18810939434144858
Language (Phonology),Cognition,6,0.0033407572383073497,0.6522234499974235,0.7642772472392249
Language (Semantics),Cognition,20,0.002588326646822829,0.2800971986520739,0.7340646586250708
Language (Speech),Cognition,17,0.0026097635861221983,0.2906991703848463,0.697884084307801
Language (Syntax),Cognition,1,0.001644736842105263,-0.18656981463942643,-0.1537565100903666
Language (Unspecified),Cognition,2,0.0028776978417266188,0.42321022359490296,0.32269331574991433
Memory (Expliicit),Cognition,27,0.004359761020507024,1.15618761874361,2.3071339576868928
Memory (Implicit),Cognition,0,0.0,-1.0,-0.5764338861883697
Memory (Working),Cognition,79,0.012044518981552066,4.956804187107649,6.880478559828487
Memory (Unspecified),Cognition,4,0.005547850208044383,1.7437756044340016,1.0906713258925043
Music,Cognition,18,0.006034193764666443,1.9843043743164992,2.4476038274348637
Reasoning,Cognition,64,0.00818937939859245,3.050184948528553,5.41431480894571
Social Cognition,Cognition,12,0.0034873583260680036,0.7247272979920795,1.1598048915301313
Somatic,Cognition,2,0.004158004158004158,1.0564056245290179,0.5969504168480323
Spatial,Cognition,6,0.003537735849056604,0.7496422854925546,0.838429296591672
Temporal,Cognition,1,0.002386634844868735,0.18034738114374413,0.11254456915611234
Intensity,Emotion,0,0.0,-1.0,-0.6413212025067144
Negative (Anger),Emotion,1,0.001379310344827586,-0.31784061696658106,-0.2969721387399011
Negative (Anxiety),Emotion,8,0.01,3.9456555269922875,2.0670007863790043
Negative (Disgust),Emotion,8,0.007532956685499058,2.7255408866231923,1.843164963262789
Negative (Embarrassment),Emotion,0,0.0,-1.0,-0.6944101461865607
Negative (Fear),Emotion,3,0.0019292604501607716,-0.04585423916547508,-0.05822157374073993
Negative (Guilt),Emotion,0,0.0,-1.0,-0.6022185027107367
Negative (Punishment/Loss),Emotion,0,0.0,-1.0,-0.49717295334280537
Negative (Saddness),Emotion,2,0.0016542597187758478,-0.18186012787555209,-0.2110710038096296
Negative (Unspecified),Emotion,6,0.002073255010366275,0.025360510088242104,0.04315084521204025
Positive (Humor),Emotion,0,0.0,-1.0,-0.5325882700254764
Positive (Happiness),Emotion,6,0.004325883201153569,1.1394328162908236,1.078874248442937
Positive (Reward/Gain),Emotion,37,0.006131919124958568,2.032635971142106,3.5446134843471597
Positive (Unspecified),Emotion,5,0.003399048266485384,0.6810521845656994,0.7183723817254984
Valence,Emotion,4,0.004489337822671156,1.2202718415229128,0.9144231688475807
Baroregulation,Interoception,0,0.0,-1.0,-0.4910221232932588
Gastrointestinal/Genitourinary,Interoception,1,0.003067484662576687,0.5170722475436466,0.26495792956593955
Heartbeat Detection,Interoception,0,0.0,-1.0,-0.38981469867704666
Hunger,Interoception,0,0.0,-1.0,-0.6600043671623745
Osmoregulation,Interoception,0,0.0,-1.0,-0.6811540143097443
Respiration Regulation,Interoception,2,0.003992015968063872,0.9743135836296556,0.5695561493514455
Sexuality,Interoception,3,0.0013440860215053765,-0.335261353898886,-0.5524923238676828
Sleep,Interoception,0,0.0,-1.0,-0.7088484918284472
Thermoregulation,Interoception,3,0.005226480836236934,1.5848373834454468,0.9037261354647476
Thirst,Interoception,0,0.0,-1.0,-0.7059844458055287
Vestibular,Interoception,0,0.0,-1.0,-0.630166939402744
Audition,Perception,16,0.004260985352862849,1.1073365760819334,1.7339984069509
Gustation,Perception,4,0.003780718336483932,0.8698130536832847,0.75217519479311
Olfaction,Perception,4,0.004889975550122249,1.4184134606319254,0.9886366743088186
Somesthesis (Pain),Perception,21,0.005720512122037592,1.8291682393581599,2.552798904170232
Somesthesis (Unspecified),Perception,7,0.0027279812938425566,0.3491655763424012,0.5195397188698804
Vision (Color),Perception,1,0.0013568521031207597,-0.32894768968897053,-0.31091024428902464
Vision (Motion),Perception,5,0.001768033946251768,-0.12559131418099587,-0.2195679605651776
Vision (Shape),Perception,8,0.0025015634771732333,0.23718712370038467,0.4037053244747042
Vision (Unspecified),Perception,19,0.003736479842674533,0.8479342185418578,1.6136615117792314
