Behavioral Analysis Plugin v3.1

Category,Domain,Raw Counts,Fractional,Standardized,Z-score
Execution (Speech),Action,15,0.0055309734513274336,1.7354289419205131,2.107506168002478
Execution (Unspecified),Action,28,0.0030441400304414,0.5055267966490982,1.3791217904073616
Imagination,Action,4,0.0027991602519244225,0.3843682370867144,0.4236456257302505
Inhibition,Action,47,0.016308119361554477,7.065434065532183,5.706928924526653
Motor Learning,Action,0,0.0,-1.0,-1.0372294515087348
Observation,Action,9,0.006311360448807854,2.1213814686487087,1.779068691476565
Preparation,Action,4,0.007434944237918215,2.677067306313968,1.2951472477604842
Rest,Action,2,0.014084507042253521,5.965712009848293,1.1398011985171344
Attention,Cognition,154,0.009772813808858992,3.833297062805002,8.996952802294315
Language (Orthography),Cognition,15,0.008700696055684454,3.3030645536475816,2.6880181739842874
Language (Phonology),Cognition,30,0.01670378619153675,7.261117249987118,4.581640360496256
Language (Semantics),Cognition,69,0.00892972693153876,3.416335335349655,5.824649069370026
Language (Speech),Cognition,60,0.0092109303039607,3.5554088366523984,5.496287615990987
Language (Syntax),Cognition,9,0.014802631578947368,6.320871668245162,2.445865192919636
Language (Unspecified),Cognition,2,0.0028776978417266188,0.42321022359490296,0.32269331574991433
Memory (Expliicit),Cognition,64,0.010334248344905539,4.110963244429298,5.9113251403705895
Memory (Implicit),Cognition,0,0.0,-1.0,-0.5764338861883697
Memory (Working),Cognition,44,0.006708339685927733,2.31771372446502,4.07346706979114
Memory (Unspecified),Cognition,3,0.004160887656033287,1.0578317033255011,0.7316753556176617
Music,Cognition,18,0.006034193764666443,1.9843043743164992,2.4476038274348637
Reasoning,Cognition,75,0.009596928982725527,3.7463104865568972,6.238310148465964
Social Cognition,Cognition,30,0.008718395815170008,3.311818244980198,3.8045280489779496
Somatic,Cognition,0,0.0,-1.0,-0.9871885680425968
Spatial,Cognition,17,0.010023584905660377,3.957319808895571,3.0155729807252283
Temporal,Cognition,6,0.014319809069212411,6.0820842868624645,1.9819051009670596
Intensity,Emotion,4,0.019704433497536946,8.745134043334557,1.7248601937450112
Negative (Anger),Emotion,3,0.004137931034482759,1.046478149100257,0.7271721065799206
Negative (Anxiety),Emotion,15,0.01875,8.27310411311054,3.3113175139290214
Negative (Disgust),Emotion,11,0.010357815442561206,4.12261871910689,2.4525465497464696
Negative (Embarrassment),Emotion,2,0.008403361344537815,3.1560130478926784,0.9676536678324491
Negative (Fear),Emotion,17,0.010932475884244373,4.406825978062308,3.101984351121205
Negative (Guilt),Emotion,0,0.0,-1.0,-0.6022185027107367
Negative (Punishment/Loss),Emotion,3,0.02459016393442623,11.16144801719415,1.545829974826076
Negative (Saddness),Emotion,15,0.01240694789081886,5.13604904093336,3.0226837366421093
Negative (Unspecified),Emotion,25,0.008638562543192813,3.2723354587010083,3.4602136028935977
Positive (Humor),Emotion,0,0.0,-1.0,-0.5325882700254764
Positive (Happiness),Emotion,7,0.005046863734679163,1.4960049523392942,1.3427131490201143
Positive (Reward/Gain),Emotion,73,0.012098110705999338,4.983308807929019,6.622227022899537
Positive (Unspecified),Emotion,10,0.006798096532970768,2.3621043691313988,1.9560837128650699
Valence,Emotion,2,0.002244668911335578,0.11013592076145635,0.10187454837929392
Baroregulation,Interoception,0,0.0,-1.0,-0.4910221232932588
Gastrointestinal/Genitourinary,Interoception,5,0.015337423312883436,6.5853612377182325,1.8374338276292494
Heartbeat Detection,Interoception,1,0.013333333333333334,5.59420736932305,0.7952492138965019
Hunger,Interoception,0,0.0,-1.0,-0.6600043671623745
Osmoregulation,Interoception,1,0.004366812227074236,1.1596749026167195,0.4447432759994681
Respiration Regulation,Interoception,3,0.005988023952095809,1.9614703754444835,0.9943655551287558
Sexuality,Interoception,8,0.0035842293906810036,0.7726363896029704,0.9872356012663702
Sleep,Interoception,1,0.004032258064516129,0.9942159383033418,0.40755300854175586
Thermoregulation,Interoception,10,0.017421602787456445,7.616124611484821,2.667109110910567
Thirst,Interoception,2,0.008130081300813009,3.0208581520262503,0.9541209837506094
Vestibular,Interoception,0,0.0,-1.0,-0.630166939402744
Audition,Perception,36,0.009587217043941412,3.7415072961843503,4.320458686446356
Gustation,Perception,16,0.015122873345935728,6.479252214733139,3.276767266750238
Olfaction,Perception,6,0.007334963325183374,2.6276201909478885,1.5757818334356326
Somesthesis (Pain),Perception,55,0.014982293652955598,6.409726341176133,6.062717405242508
Somesthesis (Unspecified),Perception,24,0.009353078721745909,3.6257105474596614,3.4960362544251713
Vision (Color),Perception,5,0.0067842605156037995,2.355261551555148,1.381634299302688
Vision (Motion),Perception,6,0.0021216407355021216,0.049290422982805,0.08242124597463556
Vision (Shape),Perception,19,0.0059412132582864294,1.9383194187884136,2.48985389848527
Vision (Unspecified),Perception,19,0.003736479842674533,0.8479342185418578,1.6136615117792314
