// Reference=MNI
// Subjects=0

// Gerardin E, 2000: Motor Execution vs. Rest
// Gerardin E, 2000: Motor Execution vs. Motor Imagination
// Subjects=8
57	18	24
39	-15	63
-42	-18	66
42	-3	60
-36	-3	66
6	6	57
-9	9	51
3	-3	66
-3	3	66
42	-33	60
-48	-24	57
36	-36	66
-30	-42	66
-45	-36	60
60	-9	15
-60	-15	21
24	18	6
-30	6	6
27	-9	12
-33	-3	6
15	-12	9
-18	-15	9
21	-45	-18
-27	-45	-18
39	-15	63
-42	-18	69
24	-9	75
-36	-6	69
3	0	57
-3	-3	57
48	-30	60
-51	-18	60
51	-9	15
-51	-15	15
3	6	42
-6	9	42
30	3	0
-30	-3	3
15	-12	9
-18	-15	9
21	-45	-18
-27	-45	-18

// Joliot M, 1999: fMRI-Correlation
// Subjects=8
-4	-12	60
42	-14	54
-60	2	34
-36	30	28
36	38	28
-42	-22	56
-56	0	10
60	0	14
-36	-6	4
40	-6	14
-58	-24	22
56	-34	42
44	-44	46
-2	-92	-6
-26	-6	6
12	-16	10
-20	-14	20
22	-2	20
-22	-58	-22
22	-52	-20

// Subjects=0

// Subjects=0

// Kawashima R, 1996: Go/NoGo Task - Control Task
// Subjects=9
-36.84	-14.18	62.23
-28.37	-18.25	50.2
-22.93	-8.47	66.05
-13.31	-13.87	64.16
-52.12	-1.15	25.62
-5.77	-16.49	70.98
-52.07	-31.36	20.35
-65.91	-50.73	18.79
-19.97	-58.2	14.43
-37.24	-77.71	-16.08
-4.86	-6.05	54.49
-35.18	-79.61	-27.1
5.97	-13.24	70.58
5.8	-42.51	36.23
41.97	-48.32	12.88
42.17	-81.47	24.58
28.95	-59.25	-17.27
29.97	-65.3	-26.82
-45.49	-12.01	49.88
-39.24	-3.74	32.38
-29.43	-13.77	53.18
-26.49	29.55	35.02
-27.68	54.75	30.69
-34.66	-32.4	60.38
-49.98	-5.54	23.74
-29.47	-62.52	28.28
-26.32	-74.1	15.83
-7.15	11.06	41.93
-35.12	-6.48	10.26
8.04	4.75	69.05
21.54	38.13	31.52
44.15	12.51	42.33
43.94	35.63	24.78
37.64	23.5	33.68
39.68	18.17	19.6
23.35	32.51	-13.75
5.63	13.97	37.07
5.58	9.05	28.57
14.06	-19.05	8.52

// Bellgrove M A, 2004: Response Inhibition
// Subjects=42
40.68	38.36	19.01
27.16	-1.88	50.42
-46.93	33.6	20.42
-34.04	28.82	26.25
50.35	19.12	17.17
-26.24	-5.2	53.55
-46.7	-.27	36.64
-53.32	4.07	10.7
0.48	4.9	57.97
-9.44	21.48	25.47
52.81	-41.17	35.58
-45.44	-41.16	44.51
-18.59	-61.54	53.72
20.9	-62.96	45.58
7.59	-13.17	2.53
21.43	-7	-1.5
39.64	7.89	10.43
-32.04	9.86	1.05
-55.23	-43.01	21.36

// Hester R L, 2004: Cued and Uncued Successful Response Inhibition
// Subjects=15
42	-29.4	23.56
-41.37	-37.73	19.65
-50.95	-1.18	38.99
-30.57	9.57	52.36
-50.11	-42.03	-7.77
1.57	6.31	62.3
-38.06	-4.82	45.84
38.6	59.8	35.08
-40.46	58.36	37.23
-8.46	82.16	39.32
60.81	36.68	-4.5
-57.97	57.23	-17.12
18.94	21.17	-36.17
-55.57	50.13	14.67
16.11	6.34	6.37
19.33	17.54	13.2
59.9	36.1	15.64
48.12	40.17	14.31
-14.89	5.02	5.72
15.11	-8.29	9.84
38.43	82.12	20.94

// Wong S W, 2007: Right and Left Hand, 35% Trials, Activations
// Subjects=17
-42	4	8
38	2	14
32	14	2
-22	-14	6
14	-18	8
30	-2	0
4	-2	62
6	6	48
32	-2	64
-30	26	24
28	38	22
-54	4	8
50	6	14
-26	-58	44
34	-42	46
28	-54	42
-40	0	32
50	-28	48
60	-32	24
-28	-54	-26
16	-46	-28
-2	-62	-24
8	-26	-12
-26	-92	-6
34	-86	-4

// Marchand W R, 2007: Normals
// Subjects=15
22	-8	6
18	-18	6
42	38	24
34	-26	56
56	-16	52
54	-44	46
-28	-88	0
32	-82	14
-8	-54	-22

// Lissek S, 2007: Simple + Complex 1 + Complex 2 > Rest, Dominant Hand
// Lissek S, 2007: Simple + Complex 1 + Complex 2 > Rest, Non-Dominant Hand
// Lissek S, 2007: Simple > Rest, Non-Dominant Hand
// Lissek S, 2007: Complex 1 + Complex 2 > Rest, Non-Dominant Hand
// Subjects=16
-34	-28	56
56	-16	24
-34	-10	60
60	-18	44
0	-2	64
8	0	64
-24	14	62
52	4	50
54	6	44
58	8	38
-32	42	28
-56	4	36
60	10	20
-56	8	20
60	14	12
34	20	-2
0	4	54
32	42	30
-56	-22	48
62	-30	42
-54	-24	42
50	-24	38
-50	-24	18
54	-32	54
66	-20	20
-44	-38	60
42	-36	48
-46	2	2
42	10	-2
60	12	0
-52	6	2
50	8	4
62	-34	20
56	16	-8
-8	8	40
10	10	40
14	-104	6
-18	-16	20
-16	-20	8
14	-4	6
16	-8	6
16	-16	20
-18	-6	-2
16	-4	-6
-26	-2	8
22	8	4
-30	18	4
30	2	12
40	-22	62
-38	-10	60
32	6	66
58	12	4
0	-2	58
36	44	32
-60	8	24
60	10	24
62	10	16
-64	-20	28
54	-20	54
-56	-24	40
40	-22	50
-58	-22	20
62	-26	18
54	-18	18
-40	-40	50
-34	-40	46
-42	4	0
50	-22	22
-52	4	4
-52	-34	14
2	-54	0
-10	12	34
6	12	40
16	-18	6
24	-8	2
20	-6	-2
26	-2	6
40	-18	60
34	-16	62
0	-2	62
6	0	68
44	-26	62
52	-18	14
-42	2	0
46	-22	18
-58	-22	20
-16	-104	8
18	-104	8
-26	-94	6
18	-18	4
28	-4	-2
40	-22	62
-56	0	38
30	-14	60
-2	-2	64
8	0	64
-34	-8	62
32	-6	64
-58	6	34
-60	8	22
60	10	24
62	10	16
-64	-20	28
-62	-22	32
42	-36	66
-56	-24	38
40	-34	58
-58	-22	20
-34	-44	54
-24	-54	66
30	-50	64
-46	-38	24
50	-22	22
-52	36	14
2	-54	0
16	-16	8
14	-12	20
18	-4	-2
26	2	6

// Subjects=0

// Bengtsson S L, 2005: Conjunction Analysis of Rhythmic Sequence - Rest
// Subjects=7
-8	-4	56
-60	-4	36
-56	-12	44
-56	4	0
-52	-44	16
-24	-4	-8
-8	-64	-24
-32	-64	-32
32	-60	-32
-16	-12	16
12	-12	16

// Aron A R, 2006: Stop - Go
// Subjects=5
68	-44	8
34	26	0
36	22	0
44	22	-4
44	12	8
52	38	-6
54	14	0
42	20	-10
6	20	50
6	8	70
8	20	34
18	-104	4
-40	16	-6
-56	-28	8
-46	-38	18
22	-30	-6
12	-26	0
16	4	-6
6	-26	-2
6	-20	4
10	-14	-4
18	12	-8
12	-18	2
18	-22	-2
6	-20	-12
-6	-22	4
-8	-16	0
34	40	30
8	-20	30
-26	-98	-10
-20	-26	-10
48	2	50
14	-42	48
36	-48	46
10	-42	52

// Chikazoe J, 2009: Stop vs. Uncertain-Go
// Chikazoe J, 2009: Conjunction Analysis, Stop vs. Uncertain-Go + 
// Uncertain-Go vs. Certain-Go
// Subjects=22
38	16	-6
-32	18	2
54	14	26
48	16	18
42	6	32
34	18	14
26	52	26
-44	16	-6
46	36	16
-44	10	32
34	8	58
-40	56	18
-32	36	18
32	-4	50
18	16	58
4	24	36
2	14	46
0	-22	32
6	42	14
6	6	62
-4	4	60
18	-6	68
-8	0	68
64	-40	30
-42	-52	50
52	-38	48
64	-30	38
36	-58	48
-58	-36	36
-50	-42	48
12	-70	38
44	-46	40
24	-62	42
64	-26	24
-26	-66	50
-26	-60	38
14	-36	42
-14	-96	6
64	-40	16
60	-48	8
52	-50	16
52	-20	-6
-54	-40	20
38	-52	-14
50	-30	-2
36	-12	-8
54	-10	-10
10	-10	2
16	2	10
-10	-2	6
12	-18	14
-26	16	-6
6	-28	-22
2	-50	-40
-30	-58	-32
-12	-22	18
10	-56	-36
40	24	4
46	10	44
-32	20	4
-42	6	38
34	58	20
6	22	52
2	-22	32
58	-40	40
-62	-24	34
16	-66	40
30	-56	48
12	-90	4
-16	-92	-2
56	-20	-2
-8	-4	10
14	-14	16
-32	-56	-30
14	2	0
0	-52	-36

// Mostofsky S H, 2009: Healthy Controls
// Subjects=13
51.53	-11.05	53.9
-16.26	-54.51	-16.85
-4.89	14.31	41.15
-34.81	-1.91	64.55
-41.46	-29.43	46.1
26.99	-62.86	-16.75
14.22	-11.08	9.71
-62.09	-17.16	40.75

// Yu H, 2007: Healthy Controls
// Subjects=8
-42.25	-11.64	54.27
-53.04	-22.68	36.36
-6.01	11.75	50.78
-4.83	-3.5	59.85
-1.76	2.72	43.68
-44.46	5.18	51.77
47.37	12.7	44.51
-50.88	-.49	47.86
-49.03	11.93	15.57
53.58	12.8	17.66
-50.82	-39.42	39.97
63.42	-30.96	29.03
-53.22	-31.08	10.3
