Behavioral Analysis Plugin v3.1

Category,Domain,Raw Counts,Fractional,Standardized,Z-score
Execution (Speech),Action,5,0.0018436578171091445,-0.08819035269316232,-0.14950395188539964
Execution (Unspecified),Action,48,0.005218525766470972,1.5809030799698824,3.6106477325525494
Imagination,Action,4,0.0027991602519244225,0.3843682370867144,0.4236456257302505
Inhibition,Action,26,0.009021512838306732,3.4617294830603567,3.5896353855290832
Motor Learning,Action,4,0.007532956685499058,2.7255408866231923,1.3033144443685718
Observation,Action,8,0.005610098176718092,1.774561305465519,1.5546039146937782
Preparation,Action,0,0.0,-1.0,-1.044043796181725
Rest,Action,0,0.0,-1.0,-0.5363789817068286
Attention,Cognition,75,0.0047594872445741844,1.353878439677761,4.18121588199075
Language (Orthography),Cognition,5,0.002900232018561485,0.43435485121586065,0.5204290975257396
Language (Phonology),Cognition,8,0.004454342984409799,1.2029645999965646,1.2832812315187316
Language (Semantics),Cognition,10,0.0012941633234114145,-0.35995140067396303,-1.11195381764096
Language (Speech),Cognition,12,0.00184218606079214,-0.08891823266952024,-0.2336597968391459
Language (Syntax),Cognition,1,0.001644736842105263,-0.18656981463942643,-0.1537565100903666
Language (Unspecified),Cognition,1,0.0014388489208633094,-0.28839488820254855,-0.26154896607481304
Memory (Expliicit),Cognition,8,0.0012917810431131924,-0.36112959444633774,-0.9990954155503885
Memory (Implicit),Cognition,1,0.006097560975609756,2.0156436140196874,0.580701104658859
Memory (Working),Cognition,51,0.007775575545052599,2.845531816993546,4.723184837075888
Memory (Unspecified),Cognition,2,0.0027739251040221915,0.3718878022170008,0.2919138689652094
Music,Cognition,22,0.0073751257123700975,2.647483124164611,3.0254820229254284
Reasoning,Cognition,54,0.00690978886756238,2.417343550320966,4.585367885059836
Social Cognition,Cognition,6,0.0017436791630340018,-0.13763635100396027,-0.26628259771624846
Somatic,Cognition,3,0.006237006237006237,2.0846084367935265,1.019865973050359
Spatial,Cognition,12,0.007075471698113208,2.4992845709851093,2.1884738187377075
Temporal,Cognition,8,0.01909307875894988,8.442779049149953,2.426034510054651
Intensity,Emotion,1,0.0049261083743842365,1.4362835108336394,0.4974160018172762
Negative (Anger),Emotion,0,0.0,-1.0,-1.2119831516754709
Negative (Anxiety),Emotion,5,0.00625,2.0910347043701796,1.318297526414812
Negative (Disgust),Emotion,4,0.003766478342749529,0.862770443311596,0.7484089345682196
Negative (Embarrassment),Emotion,0,0.0,-1.0,-0.6944101461865607
Negative (Fear),Emotion,1,6.430868167202572E-4,-0.6819514130551584,-1.0541638376326732
Negative (Guilt),Emotion,0,0.0,-1.0,-0.6022185027107367
Negative (Punishment/Loss),Emotion,0,0.0,-1.0,-0.49717295334280537
Negative (Saddness),Emotion,1,8.271298593879239E-4,-0.590930063937776,-0.7789957308688092
Negative (Unspecified),Emotion,4,0.00138217000691085,-0.31642632660783865,-0.5904414964705185
Positive (Humor),Emotion,0,0.0,-1.0,-0.5325882700254764
Positive (Happiness),Emotion,1,7.209805335255948E-4,-0.6434278639515294,-0.9259122578685242
Positive (Reward/Gain),Emotion,33,0.005469008949287372,1.7047834337213374,3.100746828808788
Positive (Unspecified),Emotion,2,0.0013596193065941536,-0.32757912617372026,-0.43723951914413567
Valence,Emotion,4,0.004489337822671156,1.2202718415229128,0.9144231688475807
Baroregulation,Interoception,0,0.0,-1.0,-0.4910221232932588
Gastrointestinal/Genitourinary,Interoception,2,0.006134969325153374,2.0341444950872933,0.8243593992409542
Heartbeat Detection,Interoception,1,0.013333333333333334,5.59420736932305,0.7952492138965019
Hunger,Interoception,0,0.0,-1.0,-0.6600043671623745
Osmoregulation,Interoception,0,0.0,-1.0,-0.6811540143097443
Respiration Regulation,Interoception,2,0.003992015968063872,0.9743135836296556,0.5695561493514455
Sexuality,Interoception,0,0.0,-1.0,-2.1265454754853415
Sleep,Interoception,0,0.0,-1.0,-0.7088484918284472
Thermoregulation,Interoception,0,0.0,-1.0,-1.0784090541217612
Thirst,Interoception,0,0.0,-1.0,-0.7059844458055287
Vestibular,Interoception,0,0.0,-1.0,-0.630166939402744
Audition,Perception,23,0.006125166444740347,2.029296328117779,2.792773269312842
Gustation,Perception,1,9.45179584120983E-4,-0.532546736579179,-0.6435338260894283
Olfaction,Perception,1,0.0012224938875305623,-0.39539663484201865,-0.40177953756743756
Somesthesis (Pain),Perception,24,0.006537728139471534,2.23333513069504,2.965405646931271
Somesthesis (Unspecified),Perception,15,0.005845674201091193,1.8910690921622884,2.189010677551865
Vision (Color),Perception,2,0.0027137042062415195,0.342104620622059,0.2732142724849294
Vision (Motion),Perception,16,0.005657708628005658,1.7981077946208135,2.2114796613598493
Vision (Shape),Perception,15,0.004690431519699813,1.3197258569382215,1.8454637752275351
Vision (Unspecified),Perception,11,0.0021632251720747294,0.0698566528400228,0.15585709669803013
