Behavioral Analysis Plugin v3.1

Category,Domain,Raw Counts,Fractional,Standardized,Z-score
Execution (Speech),Action,23,0.008480825958702065,3.194324377611453,3.2940082702890434
Execution (Unspecified),Action,53,0.0057621222004783645,1.8497471508000787,4.075433379957172
Imagination,Action,8,0.005598320503848845,1.7687364741734288,1.5523204579182175
Inhibition,Action,40,0.013879250520471894,5.864199204708241,5.079485331719754
Motor Learning,Action,3,0.005649717514124294,1.7941556649673942,0.9566640933766277
Observation,Action,12,0.008415147265077139,3.1618419581982784,2.3716447470211217
Preparation,Action,3,0.0055762081784386614,1.7578004797354763,0.9479593953749893
Rest,Action,1,0.007042253521126761,2.4828560049241464,0.6302258728510883
Attention,Cognition,166,0.010534331767990861,4.2099176131534435,9.58006177662266
Language (Orthography),Cognition,19,0.011020881670533642,4.45054843462027,3.287549161739311
Language (Phonology),Cognition,29,0.016146993318485525,6.985746674987547,4.473682989607861
Language (Semantics),Cognition,95,0.012294551572408437,5.080461693597351,7.58810723651604
Language (Speech),Cognition,80,0.012281240405280933,5.0738784488698645,6.961261451903707
Language (Syntax),Cognition,5,0.008223684210526315,3.0671509268028676,1.5160670620384
Language (Unspecified),Cognition,7,0.010071942446043165,3.9812357825821594,1.938233368210644
Memory (Expliicit),Cognition,56,0.009042467301792347,3.4720928388756356,5.272841721113197
Memory (Implicit),Cognition,0,0.0,-1.0,-0.5764338861883697
Memory (Working),Cognition,90,0.013721603903033999,5.786232618223904,7.598165541972803
Memory (Unspecified),Cognition,3,0.004160887656033287,1.0578317033255011,0.7316753556176617
Music,Cognition,35,0.011733154542406973,4.802814061170971,4.545855412274885
Reasoning,Cognition,102,0.013051823416506719,5.454982261717381,7.988222264214688
Social Cognition,Cognition,22,0.006393490264458007,2.1620000463188127,2.8028407577532835
Somatic,Cognition,3,0.006237006237006237,2.0846084367935265,1.019865973050359
Spatial,Cognition,17,0.010023584905660377,3.957319808895571,3.0155729807252283
Temporal,Cognition,7,0.016706443914081145,7.262431668006208,2.2132129658143587
Intensity,Emotion,3,0.014778325123152709,6.308850532500917,1.4115970945712468
Negative (Anger),Emotion,3,0.004137931034482759,1.046478149100257,0.7271721065799206
Negative (Anxiety),Emotion,4,0.005,1.472827763496144,1.0072674446705352
Negative (Disgust),Emotion,10,0.009416195856873822,3.6569261082789897,2.262269304161811
Negative (Embarrassment),Emotion,0,0.0,-1.0,-0.6944101461865607
Negative (Fear),Emotion,9,0.005787781350482315,1.8624372825035747,1.6844255121607281
Negative (Guilt),Emotion,0,0.0,-1.0,-0.6022185027107367
Negative (Punishment/Loss),Emotion,0,0.0,-1.0,-0.49717295334280537
Negative (Saddness),Emotion,7,0.005789909015715467,1.8634895524355677,1.4858888402618584
Negative (Unspecified),Emotion,18,0.006219765031098825,2.076081530264726,2.4939641917891797
Positive (Humor),Emotion,0,0.0,-1.0,-0.5325882700254764
Positive (Happiness),Emotion,3,0.0021629416005767843,0.06971640814541183,0.08123837832761643
Positive (Reward/Gain),Emotion,47,0.00778919456413656,2.852267314694026,4.53781354989612
Positive (Unspecified),Emotion,9,0.006118286879673691,2.025893932218259,1.745783570992531
Valence,Emotion,9,0.010101010101010102,3.9956116434265536,2.1998983486535653
Baroregulation,Interoception,1,0.008403361344537815,3.1560130478926784,0.6842344703643598
Gastrointestinal/Genitourinary,Interoception,2,0.006134969325153374,2.0341444950872933,0.8243593992409542
Heartbeat Detection,Interoception,0,0.0,-1.0,-0.38981469867704666
Hunger,Interoception,1,0.004651162790697674,1.3003048962754826,0.47283985807019363
Osmoregulation,Interoception,0,0.0,-1.0,-0.6811540143097443
Respiration Regulation,Interoception,4,0.007984031936127744,2.948627167259311,1.338633016518245
Sexuality,Interoception,3,0.0013440860215053765,-0.335261353898886,-0.5524923238676828
Sleep,Interoception,1,0.004032258064516129,0.9942159383033418,0.40755300854175586
Thermoregulation,Interoception,1,0.0017421602787456446,-0.13838753885151783,-0.10937238815874824
Thirst,Interoception,0,0.0,-1.0,-0.7059844458055287
Vestibular,Interoception,0,0.0,-1.0,-0.630166939402744
Audition,Perception,34,0.009054593874833556,3.478090224174109,4.110676452026531
Gustation,Perception,4,0.003780718336483932,0.8698130536832847,0.75217519479311
Olfaction,Perception,2,0.0024449877750611247,0.20920673031596274,0.18122248822124484
Somesthesis (Pain),Perception,34,0.009261781530918006,3.5805581018179726,4.145992881550173
Somesthesis (Unspecified),Perception,23,0.008963367108339828,3.4329726079821747,3.3677772221685536
Vision (Color),Perception,7,0.009497964721845319,3.6973661721772064,1.8987248930896758
Vision (Motion),Perception,22,0.007779349363507779,2.847398217603618,3.1028281410412046
Vision (Shape),Perception,29,0.00906816760475297,3.4848033234138938,3.798584715913895
Vision (Unspecified),Perception,29,0.005703048180924287,1.8205311756691513,2.9936527328062073
