Behavioral Analysis Plugin v3.1

Category,Domain,Raw Counts,Fractional,Standardized,Z-score
Execution (Speech),Action,27,0.00995575221238938,3.9237720954569233,3.791548869496651
Execution (Unspecified),Action,66,0.007175472928897586,2.5487417349585884,5.169291927724263
Imagination,Action,10,0.006997900629811057,2.460920592716786,1.9864181139093071
Inhibition,Action,20,0.006939625260235947,2.4320996023541204,2.796928383194792
Motor Learning,Action,6,0.011299435028248588,4.588311329934788,1.8614857003691019
Observation,Action,3,0.0021037868162692847,0.04046048954956961,0.04814635984762067
Preparation,Action,2,0.0037174721189591076,0.8385336531569841,0.5199137127808798
Rest,Action,0,0.0,-1.0,-0.5363789817068286
Attention,Cognition,105,0.006663282142403858,2.2954298155488657,6.269241481948162
Language (Orthography),Cognition,11,0.0063805104408352666,2.155580672674893,1.9795477229927299
Language (Phonology),Cognition,8,0.004454342984409799,1.2029645999965646,1.2832812315187316
Language (Semantics),Cognition,28,0.0036236573055519606,0.7921360781129035,1.8766718638542932
Language (Speech),Cognition,34,0.0052195271722443965,1.5813983407696925,3.0392643824444487
Language (Syntax),Cognition,3,0.004934210526315789,1.4402905560817207,0.8627438291117197
Language (Unspecified),Cognition,4,0.0057553956834532375,1.8464204471898058,1.1187271760793163
Memory (Expliicit),Cognition,30,0.004844178911674471,1.3957640208262334,2.685684788576079
Memory (Implicit),Cognition,1,0.006097560975609756,2.0156436140196874,0.580701104658859
Memory (Working),Cognition,38,0.005793566092392133,1.8652982165834264,3.4634773970088624
Memory (Unspecified),Cognition,4,0.005547850208044383,1.7437756044340016,1.0906713258925043
Music,Cognition,18,0.006034193764666443,1.9843043743164992,2.4476038274348637
Reasoning,Cognition,45,0.005758157389635317,1.8477862919341388,3.7535382334617124
Social Cognition,Cognition,11,0.0031967451322290033,0.5810000231594061,0.955231631171279
Somatic,Cognition,4,0.008316008316008316,3.1128112490580353,1.3624716446419889
Spatial,Cognition,4,0.0023584905660377358,0.1664281903283697,0.20962094358967748
Temporal,Cognition,3,0.007159904534606206,2.5410421434312327,1.1008856404480396
Intensity,Emotion,2,0.009852216748768473,3.8725670216672783,1.0282028649273398
Negative (Anger),Emotion,5,0.006896551724137931,2.4107969151670945,1.3938640300773837
Negative (Anxiety),Emotion,3,0.00375,0.8546208226221078,0.6443417119564017
Negative (Disgust),Emotion,0,0.0,-1.0,-1.4668639576164593
Negative (Embarrassment),Emotion,1,0.004201680672268907,1.0780065239463392,0.4269953106936792
Negative (Fear),Emotion,5,0.003215434083601286,0.5902429347242082,0.6511976285778364
Negative (Guilt),Emotion,2,0.0111731843575419,4.525872097198087,1.071099301676814
Negative (Punishment/Loss),Emotion,2,0.01639344262295082,7.1076320114627665,1.1785048983368138
Negative (Saddness),Emotion,3,0.0024813895781637717,0.22720980818667189,0.2383100328553432
Negative (Unspecified),Emotion,13,0.004492052522460262,1.2216144385245244,1.6494728189315442
Positive (Humor),Emotion,0,0.0,-1.0,-0.5325882700254764
Positive (Happiness),Emotion,6,0.004325883201153569,1.1394328162908236,1.078874248442937
Positive (Reward/Gain),Emotion,59,0.00977792509115015,3.8358249269563305,5.56981564565865
Positive (Unspecified),Emotion,5,0.003399048266485384,0.6810521845656994,0.7183723817254984
Valence,Emotion,3,0.003367003367003367,0.6652038811421843,0.5476951774231765
Baroregulation,Interoception,1,0.008403361344537815,3.1560130478926784,0.6842344703643598
Gastrointestinal/Genitourinary,Interoception,6,0.018404907975460124,8.10243348526188,2.0872511225004002
Heartbeat Detection,Interoception,0,0.0,-1.0,-0.38981469867704666
Hunger,Interoception,1,0.004651162790697674,1.3003048962754826,0.47283985807019363
Osmoregulation,Interoception,0,0.0,-1.0,-0.6811540143097443
Respiration Regulation,Interoception,2,0.003992015968063872,0.9743135836296556,0.5695561493514455
Sexuality,Interoception,4,0.0017921146953405018,-0.11368180519851476,-0.17600891253434875
Sleep,Interoception,0,0.0,-1.0,-0.7088484918284472
Thermoregulation,Interoception,6,0.010452961672473868,4.169674766890894,1.81675839188765
Thirst,Interoception,0,0.0,-1.0,-0.7059844458055287
Vestibular,Interoception,0,0.0,-1.0,-0.630166939402744
Audition,Perception,21,0.00559254327563249,1.7658792561075378,2.5132270041908122
Gustation,Perception,8,0.007561436672967864,2.7396261073665693,1.8464721680983995
Olfaction,Perception,3,0.003667481662591687,0.8138100954739441,0.6249004419990952
Somesthesis (Pain),Perception,30,0.008172160174339417,3.0416689133687993,3.703565085987928
Somesthesis (Unspecified),Perception,10,0.003897116134060795,0.9273793947748588,1.2366381445370191
Vision (Color),Perception,9,0.012211668928086838,5.039470792799266,2.3312390959021823
Vision (Motion),Perception,23,0.008132956152758133,3.022279954767419,3.236078513830951
Vision (Shape),Perception,9,0.0028142589118198874,0.3918355141629327,0.645067689025468
Vision (Unspecified),Perception,15,0.0029498525073746312,0.45889543569094027,0.939586103627629
