// Reference=MNI
// Subjects=0

// Binkofski F, 2000: Visually Guided Movement vs. Rest
// Subjects=6
-44	-32	46
39	-9	49
59	2	27
-38	-10	50
-5	-4	50
-5	-8	38
-40	-40	40
-40	-56	52

// Ehrsson H H, 2001: Precision Grip - Baseline
// Subjects=6
-36	-20	48
0	0	48
-64	0	16
-48	-32	20
-24	0	8
-16	-16	12
-36	16	8
-40	-40	36
-40	-4	16
-12	-20	40
-52	40	20
-32	-60	40
-48	52	12
-12	-68	36
64	-36	36
56	4	8
56	0	40
56	-36	32
24	4	8
40	0	32
40	-40	36
44	32	24
28	16	4
48	-52	52
32	40	16
44	-40	16
28	-68	40
36	-64	60

// Murtha S, 1999: Abstract Patterns Anticipation - Baseline (Activations)
// Murtha S, 1999: Picture Anticipation - Baseline (Activations)
// Subjects=10
-11	-97	-6
0	-6	44
-12	24	29
17	24	5
-19	-44	24
-27	25	17
-40	-38	5
55	-21	9
-3	-4	44
-11	24	29
1	-31	50
-60	-2	24
-48	-21	29
-51	-11	36
59	-4	26
-62	-7	15
46	-1	20
-16	-38	26
-36	-9	18
16	-35	18
36	-6	26

// Subjects=0

// Lissek S, 2007: Simple > Rest, Dominant Hand
// Subjects=16
-32	-28	56
-24	-22	74
-44	2	10
62	14	12
0	-2	64
-52	-22	52
-56	-22	50
-58	-18	26
-58	-22	18
-48	-24	18
-52	6	2
-4	-6	40
6	-94	-8
-16	-18	2
-28	0	-8

// Stephan K M, 1995: Executed Movement vs. Motor Preparation
// Subjects=6
5.83	19.37	65.61
-4.73	-3.62	72.12
1.55	-4.95	54.32
10.19	-10.56	63.61
-.72	2.47	40.34
-.62	-14.11	46.19
-6.99	-26.84	47.33
14.24	-6.25	36.44
-15.47	-8.6	63.74
-15.48	-15.29	59.84
18.77	-10.17	67.94
20.84	-10.84	59.05
-17.67	-9.3	54.91
27.21	-9.03	54.37
-41.57	1.94	9.63
50.35	7.06	12.6
41.78	2.44	8.63
-21.78	-16.41	73.39
-26.1	-14.66	68.83
-28.31	-22.05	56.1
29.45	-27.71	60.37
-30.38	-41.1	57.72
37.98	-32.23	56.19
-21.74	-55.51	63.29
27.41	-53.1	62.52
-15.34	-60.04	59.13
-15.4	-71.64	46.73
18.84	-57.72	58.55
18.8	-64.75	50.22
-32.58	-41.79	48.88
-21.82	-51.96	54.07
-19.8	-48.75	40.39
31.55	-45.64	48.47
35.75	-33.27	42.92
40.04	-46.27	39.5
-43.41	-21.39	38.37
-47.72	-30.56	30.27
50.62	-18.72	37.07
-43.55	-20.65	20.47
54.74	-15.83	18.94
5.53	-54.13	-4.05

// Ehrsson H H, 2000: Power Grip - Matching Rest
// Subjects=5
-40	-20	48
-28	-24	68
0	0	48
-56	-20	16
-8	-8	60
-12	-12	8
-8	-20	40
-64	4	24
56	-4	36
60	-28	36
56	-40	20

// Kertzman C, 1997: Left Hand Reach > Fixation
// Kertzman C, 1997: Right Hand Reach > Fixation
// Kertzman C, 1997: Left Visual Field Reach > Fixation
// Subjects=6
40.75	-18.53	54.82
27.77	-14.32	54.63
-24.02	-.91	63.15
25.71	-9.24	63.13
36.37	-1.53	53.22
-4.74	11.09	52.67
12.59	15.82	56.39
-9.14	-13.57	41.74
32.22	-33.04	60.89
19.34	-54.35	63.21
6.13	-80.29	39.11
20.53	4.07	-.86
16.43	-22.77	10.83
-28.32	-22.61	60.89
-24.01	-5.17	63.57
-45.88	3.73	45.13
29.86	4.83	52.7
-2.58	11.1	52.63
-2.44	5.55	62.14
-11.31	-9.32	41.35
-17.38	-56.61	64.06
32.22	-33.04	60.89
19.34	-54.35	63.21
-37.47	4.23	27.01
37.87	-8.63	0.11
22.65	-.59	-4.91
-9.67	-24.11	-2.04
-21.86	-3.03	63.32
-6.75	3.4	62.43
-4.74	11.09	52.67
-9.16	-7.19	41.1
-9.52	-62.39	1.75
-22.71	10.3	-.74
22.65	-.59	-4.91
18.6	-24.89	11.01

// Shah C, 2011: Reading
// Subjects=28
-33	-24	60
51	3	36
-24	-15	60
27	-3	51
