Behavioral Analysis Plugin v3.1

Category,Domain,Raw Counts,Fractional,Standardized,Z-score
Execution (Speech),Action,14,0.005162241887905605,1.5530670124591455,1.933536824687422
Execution (Unspecified),Action,45,0.004892367906066536,1.4195966374717648,3.317371981763381
Imagination,Action,17,0.011896431070678797,4.883565007618537,3.1806669329124606
Inhibition,Action,16,0.005551700208188758,1.7456796818832963,2.1824159073354137
Motor Learning,Action,5,0.009416195856873822,3.6569261082789897,1.5996659658429888
Observation,Action,25,0.01753155680224404,7.670504079579747,4.222150289626761
Preparation,Action,4,0.007434944237918215,2.677067306313968,1.2951472477604842
Rest,Action,0,0.0,-1.0,-0.5363789817068286
Attention,Cognition,124,0.007869018911029318,2.891745686933898,7.404927606356733
Language (Orthography),Cognition,28,0.016241299303944315,7.032387166808819,4.401155303466625
Language (Phonology),Cognition,46,0.025612472160356347,11.667046449980246,6.087158931994565
Language (Semantics),Cognition,118,0.015271127216254692,6.552573472047237,8.91779203893055
Language (Speech),Cognition,100,0.015351550506601168,6.592348061087332,8.218899935421208
Language (Syntax),Cognition,13,0.02138157894736842,9.574592409687456,3.1515905411590865
Language (Unspecified),Cognition,7,0.010071942446043165,3.9812357825821594,1.938233368210644
Memory (Expliicit),Cognition,69,0.011141611496851283,4.510257247900336,6.285884599431905
Memory (Implicit),Cognition,1,0.006097560975609756,2.0156436140196874,0.580701104658859
Memory (Working),Cognition,99,0.015093764293337399,6.4648558800462945,8.14738620370011
Memory (Unspecified),Cognition,2,0.0027739251040221915,0.3718878022170008,0.2919138689652094
Music,Cognition,31,0.01039222259470332,4.13963531132286,4.121686895856648
Reasoning,Cognition,72,0.009213051823416507,3.556458067094622,6.021402190883318
Social Cognition,Cognition,16,0.004649811101424005,1.2996363973227727,1.8908522772088179
Somatic,Cognition,6,0.012474012474012475,5.169216873587053,1.9144978868772404
Spatial,Cognition,16,0.009433962264150943,3.6657127613134786,2.863543850162896
Temporal,Cognition,4,0.00954653937947494,3.721389524574976,1.4379516047038623
Intensity,Emotion,1,0.0049261083743842365,1.4362835108336394,0.4974160018172762
Negative (Anger),Emotion,2,0.002758620689655172,0.3643187660668379,0.2872219465882659
Negative (Anxiety),Emotion,2,0.0025,0.23641388174807193,0.20129221000709763
Negative (Disgust),Emotion,7,0.006591337099811676,2.2598482757952936,1.6089191758162757
Negative (Embarrassment),Emotion,2,0.008403361344537815,3.1560130478926784,0.9676536678324491
Negative (Fear),Emotion,4,0.002572347266881029,0.27219434777936663,0.32056507209278606
Negative (Guilt),Emotion,1,0.00558659217877095,1.7629360485990435,0.5480213491989471
Negative (Punishment/Loss),Emotion,2,0.01639344262295082,7.1076320114627665,1.1785048983368138
Negative (Saddness),Emotion,2,0.0016542597187758478,-0.18186012787555209,-0.2110710038096296
Negative (Unspecified),Emotion,13,0.004492052522460262,1.2216144385245244,1.6494728189315442
Positive (Humor),Emotion,0,0.0,-1.0,-0.5325882700254764
Positive (Happiness),Emotion,3,0.0021629416005767843,0.06971640814541183,0.08123837832761643
Positive (Reward/Gain),Emotion,27,0.004474643685780577,1.2130046275901851,2.3681265027540617
Positive (Unspecified),Emotion,10,0.006798096532970768,2.3621043691313988,1.9560837128650699
Valence,Emotion,12,0.013468013468013467,5.660815524568737,2.7617490556176514
Baroregulation,Interoception,0,0.0,-1.0,-0.4910221232932588
Gastrointestinal/Genitourinary,Interoception,1,0.003067484662576687,0.5170722475436466,0.26495792956593955
Heartbeat Detection,Interoception,0,0.0,-1.0,-0.38981469867704666
Hunger,Interoception,2,0.009302325581395349,3.600609792550965,1.0071876433475646
Osmoregulation,Interoception,1,0.004366812227074236,1.1596749026167195,0.4447432759994681
Respiration Regulation,Interoception,2,0.003992015968063872,0.9743135836296556,0.5695561493514455
Sexuality,Interoception,17,0.0076164874551971325,2.7668523279063124,2.7009022732943153
Sleep,Interoception,1,0.004032258064516129,0.9942159383033418,0.40755300854175586
Thermoregulation,Interoception,0,0.0,-1.0,-1.0784090541217612
Thirst,Interoception,1,0.0040650406504065045,1.0104290760131254,0.4114185292376075
Vestibular,Interoception,1,0.00510204081632653,1.5232936362205547,0.511970953327566
Audition,Perception,27,0.007190412782956059,2.556130472138263,3.309763991334523
Gustation,Perception,6,0.005671077504725898,1.804719580524927,1.3564535203529398
Olfaction,Perception,1,0.0012224938875305623,-0.39539663484201865,-0.40177953756743756
Somesthesis (Pain),Perception,9,0.002451648052301825,0.21250067401063982,0.38966340284135
Somesthesis (Unspecified),Perception,17,0.006625097427903352,2.27654497111726,2.5145157116611236
Vision (Color),Perception,4,0.005427408412483039,1.6842092412441179,1.0735585947365858
Vision (Motion),Perception,9,0.0031824611032531826,0.5739356344742076,0.856615820129398
Vision (Shape),Perception,33,0.010318949343339587,4.103396885264086,4.242670705109527
Vision (Unspecified),Perception,35,0.00688298918387414,2.4040893499455276,3.6839580560999714
