Behavioral Analysis Plugin v3.1

Category,Domain,Raw Counts,Fractional,Standardized,Z-score
Execution (Speech),Action,5,0.0018436578171091445,-0.08819035269316232,-0.14950395188539964
Execution (Unspecified),Action,65,0.0070667536420961075,2.494972920792549,5.090163559146665
Imagination,Action,12,0.008397480755773267,3.153104711260143,2.36956440400877
Inhibition,Action,30,0.010409437890353921,4.148149403531181,4.056862795385827
Motor Learning,Action,13,0.02448210922787194,11.108007881525374,3.215914278310567
Observation,Action,3,0.0021037868162692847,0.04046048954956961,0.04814635984762067
Preparation,Action,8,0.01486988847583643,6.354134612627936,2.3083377616579197
Rest,Action,0,0.0,-1.0,-0.5363789817068286
Attention,Cognition,70,0.004442188094935905,1.19695321036591,3.78572748869569
Language (Orthography),Cognition,6,0.0034802784222737818,0.7212258214590328,0.8174966492636899
Language (Phonology),Cognition,4,0.0022271714922048997,0.10148229999828227,0.13354621446555448
Language (Semantics),Cognition,7,9.059143263879902E-4,-0.551965980471774,-1.814599723275258
Language (Speech),Cognition,9,0.001381639545594105,-0.3166886745021401,-0.8866357021808362
Language (Syntax),Cognition,1,0.001644736842105263,-0.18656981463942643,-0.1537565100903666
Language (Unspecified),Cognition,1,0.0014388489208633094,-0.28839488820254855,-0.26154896607481304
Memory (Expliicit),Cognition,16,0.0025835620862263847,0.27774081110732446,0.6519799267129728
Memory (Implicit),Cognition,0,0.0,-1.0,-0.5764338861883697
Memory (Working),Cognition,73,0.011129745388016466,4.5043886792260555,6.463422971730275
Memory (Unspecified),Cognition,1,0.0013869625520110957,-0.3140560988914996,-0.2922972130380567
Music,Cognition,15,0.005028494803888703,1.4869203119304162,1.9596926378508748
Reasoning,Cognition,59,0.007549584133077415,2.7337642494247594,5.010724860466575
Social Cognition,Cognition,10,0.002906131938390003,0.4372727483267329,0.7397478968091008
Somatic,Cognition,4,0.008316008316008316,3.1128112490580353,1.3624716446419889
Spatial,Cognition,24,0.014150943396226415,5.9985691419702185,3.9527882203878746
Temporal,Cognition,3,0.007159904534606206,2.5410421434312327,1.1008856404480396
Intensity,Emotion,0,0.0,-1.0,-0.6413212025067144
Negative (Anger),Emotion,0,0.0,-1.0,-1.2119831516754709
Negative (Anxiety),Emotion,2,0.0025,0.23641388174807193,0.20129221000709763
Negative (Disgust),Emotion,0,0.0,-1.0,-1.4668639576164593
Negative (Embarrassment),Emotion,0,0.0,-1.0,-0.6944101461865607
Negative (Fear),Emotion,3,0.0019292604501607716,-0.04585423916547508,-0.05822157374073993
Negative (Guilt),Emotion,0,0.0,-1.0,-0.6022185027107367
Negative (Punishment/Loss),Emotion,0,0.0,-1.0,-0.49717295334280537
Negative (Saddness),Emotion,0,0.0,-1.0,-1.5650950925714986
Negative (Unspecified),Emotion,5,0.0017277125086385626,-0.1455329082597982,-0.25876109819024923
Positive (Humor),Emotion,0,0.0,-1.0,-0.5325882700254764
Positive (Happiness),Emotion,0,0.0,-1.0,-1.6763542884708134
Positive (Reward/Gain),Emotion,23,0.0038117335101093804,0.885152090169417,1.8231331009014133
Positive (Unspecified),Emotion,3,0.0020394289598912306,0.008631310739419692,0.010513866553972209
Valence,Emotion,0,0.0,-1.0,-1.3435889742549836
Baroregulation,Interoception,0,0.0,-1.0,-0.4910221232932588
Gastrointestinal/Genitourinary,Interoception,0,0.0,-1.0,-0.812711451650786
Heartbeat Detection,Interoception,0,0.0,-1.0,-0.38981469867704666
Hunger,Interoception,0,0.0,-1.0,-0.6600043671623745
Osmoregulation,Interoception,0,0.0,-1.0,-0.6811540143097443
Respiration Regulation,Interoception,1,0.001996007984031936,-0.012843208185172207,-0.009179120897512995
Sexuality,Interoception,10,0.004480286738351254,1.215795487003713,1.442978520337059
Sleep,Interoception,0,0.0,-1.0,-0.7088484918284472
Thermoregulation,Interoception,4,0.006968641114982578,2.4464498445939284,1.2535712274690607
Thirst,Interoception,0,0.0,-1.0,-0.7059844458055287
Vestibular,Interoception,1,0.00510204081632653,1.5232936362205547,0.511970953327566
Audition,Perception,14,0.0037283621837549932,0.8439195040716918,1.3810703147085786
Gustation,Perception,2,0.001890359168241966,-0.0650934731583577,-0.06851158673295354
Olfaction,Perception,1,0.0012224938875305623,-0.39539663484201865,-0.40177953756743756
Somesthesis (Pain),Perception,10,0.002724053391446472,0.3472229711229331,0.6182138711418945
Somesthesis (Unspecified),Perception,7,0.0027279812938425566,0.3491655763424012,0.5195397188698804
Vision (Color),Perception,3,0.004070556309362279,1.0131569309330883,0.7137155905844493
Vision (Motion),Perception,35,0.012376237623762377,5.12086080073303,4.614123962961932
Vision (Shape),Perception,31,0.00969355847404628,3.7941001043389906,4.025021026118619
Vision (Unspecified),Perception,24,0.00471976401179941,1.3342326971055045,2.3475671509727998
