Behavioral Analysis Plugin v3.1

Category,Domain,Raw Counts,Fractional,Standardized,Z-score
Execution (Speech),Action,2,7.374631268436578E-4,-0.6352761410772649,-1.2744942855422174
Execution (Unspecified),Action,24,0.002609262883235486,0.2904515399849413,0.8286276457242538
Imagination,Action,4,0.0027991602519244225,0.3843682370867144,0.4236456257302505
Inhibition,Action,18,0.006245662734212352,2.0888896421187084,2.5002460005769085
Motor Learning,Action,2,0.003766478342749529,0.862770443311596,0.5292050327337872
Observation,Action,14,0.009817671809256662,3.855482284564658,2.7170388749572107
Preparation,Action,3,0.0055762081784386614,1.7578004797354763,0.9479593953749893
Rest,Action,0,0.0,-1.0,-0.5363789817068286
Attention,Cognition,103,0.006536362482548547,2.232659723824125,6.14250458217488
Language (Orthography),Cognition,7,0.004060324825986079,1.0080967917022048,1.087048242717071
Language (Phonology),Cognition,6,0.0033407572383073497,0.6522234499974235,0.7642772472392249
Language (Semantics),Cognition,32,0.004141322634916527,1.0481555178433184,2.377115467124228
Language (Speech),Cognition,26,0.003991403131716303,0.9740104958827059,2.053186803612673
Language (Syntax),Cognition,1,0.001644736842105263,-0.18656981463942643,-0.1537565100903666
Language (Unspecified),Cognition,1,0.0014388489208633094,-0.28839488820254855,-0.26154896607481304
Memory (Expliicit),Cognition,26,0.004198288390117875,1.0763288180494024,2.175337037872543
Memory (Implicit),Cognition,0,0.0,-1.0,-0.5764338861883697
Memory (Working),Cognition,45,0.0068608019515169994,2.3931163091119525,4.170024250980685
Memory (Unspecified),Cognition,2,0.0027739251040221915,0.3718878022170008,0.2919138689652094
Music,Cognition,15,0.005028494803888703,1.4869203119304162,1.9596926378508748
Reasoning,Cognition,55,0.007037747920665387,2.4806276901417257,4.672331848820655
Social Cognition,Cognition,11,0.0031967451322290033,0.5810000231594061,0.955231631171279
Somatic,Cognition,2,0.004158004158004158,1.0564056245290179,0.5969504168480323
Spatial,Cognition,9,0.005306603773584905,1.6244634282388317,1.583604420325277
Temporal,Cognition,1,0.002386634844868735,0.18034738114374413,0.11254456915611234
Intensity,Emotion,3,0.014778325123152709,6.308850532500917,1.4115970945712468
Negative (Anger),Emotion,8,0.011034482758620689,4.4572750642673515,2.1340522498071572
Negative (Anxiety),Emotion,2,0.0025,0.23641388174807193,0.20129221000709763
Negative (Disgust),Emotion,7,0.006591337099811676,2.2598482757952936,1.6089191758162757
Negative (Embarrassment),Emotion,0,0.0,-1.0,-0.6944101461865607
Negative (Fear),Emotion,8,0.005144694533762058,1.5443886955587331,1.4576962264978846
Negative (Guilt),Emotion,0,0.0,-1.0,-0.6022185027107367
Negative (Punishment/Loss),Emotion,0,0.0,-1.0,-0.49717295334280537
Negative (Saddness),Emotion,7,0.005789909015715467,1.8634895524355677,1.4858888402618584
Negative (Unspecified),Emotion,5,0.0017277125086385626,-0.1455329082597982,-0.25876109819024923
Positive (Humor),Emotion,0,0.0,-1.0,-0.5325882700254764
Positive (Happiness),Emotion,5,0.003604902667627974,0.782860680242353,0.787091692648471
Positive (Reward/Gain),Emotion,16,0.002651640702684786,0.31141014968307257,0.7163120121274569
Positive (Unspecified),Emotion,3,0.0020394289598912306,0.008631310739419692,0.010513866553972209
Valence,Emotion,9,0.010101010101010102,3.9956116434265536,2.1998983486535653
Baroregulation,Interoception,3,0.025210084033613446,11.468039143678036,1.5511715136027673
Gastrointestinal/Genitourinary,Interoception,2,0.006134969325153374,2.0341444950872933,0.8243593992409542
Heartbeat Detection,Interoception,0,0.0,-1.0,-0.38981469867704666
Hunger,Interoception,0,0.0,-1.0,-0.6600043671623745
Osmoregulation,Interoception,1,0.004366812227074236,1.1596749026167195,0.4447432759994681
Respiration Regulation,Interoception,1,0.001996007984031936,-0.012843208185172207,-0.009179120897512995
Sexuality,Interoception,10,0.004480286738351254,1.215795487003713,1.442978520337059
Sleep,Interoception,1,0.004032258064516129,0.9942159383033418,0.40755300854175586
Thermoregulation,Interoception,2,0.003484320557491289,0.7232249222969643,0.47284259387955513
Thirst,Interoception,1,0.0040650406504065045,1.0104290760131254,0.4114185292376075
Vestibular,Interoception,0,0.0,-1.0,-0.630166939402744
Audition,Perception,24,0.006391478029294274,2.1610048641229,2.9269320762447717
Gustation,Perception,3,0.002835538752362949,0.4023597902624635,0.3801625396267566
Olfaction,Perception,0,0.0,-1.0,-1.2873725098366078
Somesthesis (Pain),Perception,13,0.003541269408880414,0.7513898624598131,1.236003121329474
Somesthesis (Unspecified),Perception,9,0.0035074045206547155,0.7346414552973729,1.0134124986835116
Vision (Color),Perception,5,0.0067842605156037995,2.355261551555148,1.381634299302688
Vision (Motion),Perception,7,0.0024752475247524753,0.22417216014660588,0.35984796276887443
Vision (Shape),Perception,11,0.0034396497811131957,0.7011322950880289,1.0863961256619694
Vision (Unspecified),Perception,31,0.006096361848574238,2.01505056709461,3.2328105243353753
