Behavioral Analysis Plugin v3.1

Category,Domain,Raw Counts,Fractional,Standardized,Z-score
Execution (Speech),Action,24,0.008849557522123894,3.376686307072821,3.4230911217838593
Execution (Unspecified),Action,43,0.004674929332463579,1.3120590091396864,3.1151714403289184
Imagination,Action,10,0.006997900629811057,2.460920592716786,1.9864181139093071
Inhibition,Action,34,0.01179736294240111,4.834569324002005,4.487456012790397
Motor Learning,Action,3,0.005649717514124294,1.7941556649673942,0.9566640933766277
Observation,Action,7,0.004908835904628331,1.4277411422823292,1.3121338968506562
Preparation,Action,1,0.0018587360594795538,-0.08073317342150792,-0.060839558067623284
Rest,Action,1,0.007042253521126761,2.4828560049241464,0.6302258728510883
Attention,Cognition,168,0.010661251427846173,4.272687704878185,9.674718522226103
Language (Orthography),Cognition,21,0.012180974477958236,5.024290375106615,3.5585560903522464
Language (Phonology),Cognition,29,0.016146993318485525,6.985746674987547,4.473682989607861
Language (Semantics),Cognition,107,0.013847547560502136,5.848520012788596,8.303134395258986
Language (Speech),Cognition,81,0.012434755910346946,5.149801929480739,7.028336938859318
Language (Syntax),Cognition,4,0.006578947368421052,2.253720741442294,1.2149397742296493
Language (Unspecified),Cognition,7,0.010071942446043165,3.9812357825821594,1.938233368210644
Memory (Expliicit),Cognition,63,0.010172775714516389,4.03110444373509,5.834293286377437
Memory (Implicit),Cognition,0,0.0,-1.0,-0.5764338861883697
Memory (Working),Cognition,96,0.014636377496569599,6.238648126105498,7.967718438202426
Memory (Unspecified),Cognition,4,0.005547850208044383,1.7437756044340016,1.0906713258925043
Music,Cognition,31,0.01039222259470332,4.13963531132286,4.121686895856648
Reasoning,Cognition,100,0.012795905310300703,5.328413982075864,7.868988470823186
Social Cognition,Cognition,23,0.0066841034582970065,2.305727321151485,2.939238457254559
Somatic,Cognition,2,0.004158004158004158,1.0564056245290179,0.5969504168480323
Spatial,Cognition,16,0.009433962264150943,3.6657127613134786,2.863543850162896
Temporal,Cognition,5,0.011933174224343675,4.90173690571872,1.7264632884757511
Intensity,Emotion,3,0.014778325123152709,6.308850532500917,1.4115970945712468
Negative (Anger),Emotion,3,0.004137931034482759,1.046478149100257,0.7271721065799206
Negative (Anxiety),Emotion,4,0.005,1.472827763496144,1.0072674446705352
Negative (Disgust),Emotion,9,0.00847457627118644,3.191233497451091,2.0599166757170986
Negative (Embarrassment),Emotion,0,0.0,-1.0,-0.6944101461865607
Negative (Fear),Emotion,14,0.0090032154340836,3.452680217227783,2.632013540046873
Negative (Guilt),Emotion,0,0.0,-1.0,-0.6022185027107367
Negative (Punishment/Loss),Emotion,3,0.02459016393442623,11.16144801719415,1.545829974826076
Negative (Saddness),Emotion,8,0.006617038875103391,2.2725594884977913,1.7237691350229383
Negative (Unspecified),Emotion,23,0.007947477539737388,2.930548622004928,3.203379629155086
Positive (Humor),Emotion,0,0.0,-1.0,-0.5325882700254764
Positive (Happiness),Emotion,2,0.0014419610670511895,-0.2868557279030588,-0.36734982492873103
Positive (Reward/Gain),Emotion,59,0.00977792509115015,3.8358249269563305,5.56981564565865
Positive (Unspecified),Emotion,12,0.008157715839564922,3.0345252429576783,2.3405500413476688
Valence,Emotion,8,0.008978675645342313,3.440543683045825,1.9875192768634982
Baroregulation,Interoception,1,0.008403361344537815,3.1560130478926784,0.6842344703643598
Gastrointestinal/Genitourinary,Interoception,0,0.0,-1.0,-0.812711451650786
Heartbeat Detection,Interoception,0,0.0,-1.0,-0.38981469867704666
Hunger,Interoception,1,0.004651162790697674,1.3003048962754826,0.47283985807019363
Osmoregulation,Interoception,1,0.004366812227074236,1.1596749026167195,0.4447432759994681
Respiration Regulation,Interoception,3,0.005988023952095809,1.9614703754444835,0.9943655551287558
Sexuality,Interoception,4,0.0017921146953405018,-0.11368180519851476,-0.17600891253434875
Sleep,Interoception,1,0.004032258064516129,0.9942159383033418,0.40755300854175586
Thermoregulation,Interoception,3,0.005226480836236934,1.5848373834454468,0.9037261354647476
Thirst,Interoception,2,0.008130081300813009,3.0208581520262503,0.9541209837506094
Vestibular,Interoception,0,0.0,-1.0,-0.630166939402744
Audition,Perception,38,0.010119840213049267,4.004924368194591,4.523208981123734
Gustation,Perception,3,0.002835538752362949,0.4023597902624635,0.3801625396267566
Olfaction,Perception,1,0.0012224938875305623,-0.39539663484201865,-0.40177953756743756
Somesthesis (Pain),Perception,35,0.009534186870062654,3.715280398930266,4.251531136820328
Somesthesis (Unspecified),Perception,18,0.007014809041309431,2.469282910594746,2.6684113211132687
Vision (Color),Perception,9,0.012211668928086838,5.039470792799266,2.3312390959021823
Vision (Motion),Perception,13,0.004596888260254597,1.2734625831294109,1.686317094937584
Vision (Shape),Perception,26,0.008130081300813009,3.0208581520262503,3.440132129908966
Vision (Unspecified),Perception,26,0.005113077679449361,1.5287520885309633,2.615062456686649
