Behavioral Analysis Plugin v3.1

Category,Domain,Raw Counts,Fractional,Standardized,Z-score
Execution (Speech),Action,2,7.374631268436578E-4,-0.6352761410772649,-1.2744942855422174
Execution (Unspecified),Action,73,0.007936507936507936,2.925123434120863,5.703454445738171
Imagination,Action,12,0.008397480755773267,3.153104711260143,2.36956440400877
Inhibition,Action,15,0.005204718945176961,1.5740747017655905,2.0142688118886785
Motor Learning,Action,2,0.003766478342749529,0.862770443311596,0.5292050327337872
Observation,Action,12,0.008415147265077139,3.1618419581982784,2.3716447470211217
Preparation,Action,4,0.007434944237918215,2.677067306313968,1.2951472477604842
Rest,Action,0,0.0,-1.0,-0.5363789817068286
Attention,Cognition,81,0.005140246224140119,1.5421887148519817,4.635187385597826
Language (Orthography),Cognition,10,0.00580046403712297,1.8687097024317212,1.778138044862393
Language (Phonology),Cognition,7,0.0038975501113585748,0.9275940249969942,1.034789780550576
Language (Semantics),Cognition,23,0.002976575643846253,0.47211177844988494,1.1884134055331017
Language (Speech),Cognition,11,0.0016886705557261283,-0.16484171328039357,-0.44202701200278993
Language (Syntax),Cognition,1,0.001644736842105263,-0.18656981463942643,-0.1537565100903666
Language (Unspecified),Cognition,0,0.0,-1.0,-1.186642726444374
Memory (Expliicit),Cognition,20,0.003229452607782981,0.5971760138841556,1.313080688654484
Memory (Implicit),Cognition,0,0.0,-1.0,-0.5764338861883697
Memory (Working),Cognition,38,0.005793566092392133,1.8652982165834264,3.4634773970088624
Memory (Unspecified),Cognition,2,0.0027739251040221915,0.3718878022170008,0.2919138689652094
Music,Cognition,8,0.0026818638954073082,0.326357499696222,0.5261280470649752
Reasoning,Cognition,47,0.0060140754958413305,1.9743545715756556,3.9467076823416605
Social Cognition,Cognition,9,0.0026155187445510027,0.29354547349405957,0.5118756567201471
Somatic,Cognition,2,0.004158004158004158,1.0564056245290179,0.5969504168480323
Spatial,Cognition,13,0.0076650943396226415,2.7908916185672012,2.368912715918106
Temporal,Cognition,2,0.00477326968973747,1.3606947622874883,0.6845445094140074
Intensity,Emotion,0,0.0,-1.0,-0.6413212025067144
Negative (Anger),Emotion,1,0.001379310344827586,-0.31784061696658106,-0.2969721387399011
Negative (Anxiety),Emotion,1,0.00125,-0.381793059125964,-0.3820493018859618
Negative (Disgust),Emotion,2,0.0018832391713747645,-0.06861477834420199,-0.07241999547005817
Negative (Embarrassment),Emotion,0,0.0,-1.0,-0.6944101461865607
Negative (Fear),Emotion,0,0.0,-1.0,-1.7749771882807288
Negative (Guilt),Emotion,0,0.0,-1.0,-0.6022185027107367
Negative (Punishment/Loss),Emotion,1,0.00819672131147541,3.0538160057313832,0.6770504470775405
Negative (Saddness),Emotion,0,0.0,-1.0,-1.5650950925714986
Negative (Unspecified),Emotion,4,0.00138217000691085,-0.31642632660783865,-0.5904414964705185
Positive (Humor),Emotion,0,0.0,-1.0,-0.5325882700254764
Positive (Happiness),Emotion,1,7.209805335255948E-4,-0.6434278639515294,-0.9259122578685242
Positive (Reward/Gain),Emotion,17,0.0028173682466025854,0.39337328403826466,0.8892638822734892
Positive (Unspecified),Emotion,5,0.003399048266485384,0.6810521845656994,0.7183723817254984
Valence,Emotion,2,0.002244668911335578,0.11013592076145635,0.10187454837929392
Baroregulation,Interoception,0,0.0,-1.0,-0.4910221232932588
Gastrointestinal/Genitourinary,Interoception,0,0.0,-1.0,-0.812711451650786
Heartbeat Detection,Interoception,0,0.0,-1.0,-0.38981469867704666
Hunger,Interoception,0,0.0,-1.0,-0.6600043671623745
Osmoregulation,Interoception,0,0.0,-1.0,-0.6811540143097443
Respiration Regulation,Interoception,0,0.0,-1.0,-1.0075032185334398
Sexuality,Interoception,10,0.004480286738351254,1.215795487003713,1.442978520337059
Sleep,Interoception,0,0.0,-1.0,-0.7088484918284472
Thermoregulation,Interoception,1,0.0017421602787456446,-0.13838753885151783,-0.10937238815874824
Thirst,Interoception,0,0.0,-1.0,-0.7059844458055287
Vestibular,Interoception,0,0.0,-1.0,-0.630166939402744
Audition,Perception,6,0.0015978695073235686,-0.20974878396927493,-0.43234882440719336
Gustation,Perception,3,0.002835538752362949,0.4023597902624635,0.3801625396267566
Olfaction,Perception,1,0.0012224938875305623,-0.39539663484201865,-0.40177953756743756
Somesthesis (Pain),Perception,9,0.002451648052301825,0.21250067401063982,0.38966340284135
Somesthesis (Unspecified),Perception,13,0.005066250974279034,1.5055932132073166,1.8355099884183332
Vision (Color),Perception,3,0.004070556309362279,1.0131569309330883,0.7137155905844493
Vision (Motion),Perception,45,0.015912305516265914,6.869678172371038,5.555818431324648
Vision (Shape),Perception,19,0.0059412132582864294,1.9383194187884136,2.48985389848527
Vision (Unspecified),Perception,30,0.0058997050147492625,1.9177908713818805,3.114461544165206
